timestamps,TP9,AF7,AF8,TP10,Right AUX
1751533674.573,859.863,999.512,-1000.000,-1000.000,0.000
1751533674.577,-468.750,-194.336,-196.289,-54.199,0.000
1751533674.581,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.585,-176.758,-168.945,508.301,280.762,0.000
1751533674.589,999.512,998.047,-857.422,-973.145,0.000
1751533674.592,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.596,-147.461,39.062,-223.633,-230.957,0.000
1751533674.600,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.604,-178.711,-339.355,753.418,490.723,0.000
1751533674.608,994.629,938.477,-604.980,-888.184,0.000
1751533674.612,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.616,52.246,161.621,-221.680,-225.098,0.000
1751533674.620,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.624,-372.070,-518.555,970.215,754.395,0.000
1751533674.628,917.969,854.492,-256.348,-614.746,0.000
1751533674.631,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.635,213.867,203.613,-345.703,-209.473,0.000
1751533674.639,-1000.000,-1000.000,927.734,999.512,0.000
1751533674.643,-580.078,-694.336,999.512,989.258,0.000
1751533674.647,820.801,700.684,2.441,-231.934,0.000
1751533674.651,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.655,185.547,160.645,-557.617,-378.418,0.000
1751533674.659,-1000.000,-1000.000,792.480,920.410,0.000
1751533674.663,-847.656,-1000.000,999.512,999.512,0.000
1751533674.667,500.000,224.609,127.441,-40.039,0.000
1751533674.671,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.674,174.316,291.992,-784.180,-554.199,0.000
1751533674.678,-1000.000,-975.098,562.012,801.758,0.000
1751533674.682,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.686,165.527,4.395,153.320,122.559,0.000
1751533674.690,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.694,342.285,461.914,-1000.000,-830.078,0.000
1751533674.698,-949.219,-881.348,223.145,508.789,0.000
1751533674.702,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.706,-23.926,-148.438,157.227,153.809,0.000
1751533674.710,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.713,517.090,729.004,-1000.000,-1000.000,0.000
1751533674.717,-840.820,-630.859,-13.672,195.801,0.000
1751533674.721,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.725,-191.895,-177.734,290.039,143.555,0.000
1751533674.729,999.512,999.512,-970.703,-1000.000,0.000
1751533674.733,812.500,999.512,-1000.000,-1000.000,0.000
1751533674.737,-533.203,-144.043,-165.039,18.555,0.000
1751533674.741,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.745,-183.105,-180.176,446.289,216.309,0.000
1751533674.749,999.512,999.512,-901.855,-992.188,0.000
1751533674.753,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.756,-227.539,-79.590,-229.004,-229.492,0.000
1751533674.760,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.764,-169.434,-264.160,695.801,451.172,0.000
1751533674.768,999.512,960.449,-677.246,-911.133,0.000
1751533674.772,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.776,0.488,126.953,-209.473,-229.980,0.000
1751533674.780,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.784,-335.938,-412.598,958.496,736.328,0.000
1751533674.788,930.176,908.203,-276.855,-640.137,0.000
1751533674.792,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.796,198.730,206.055,-320.801,-192.383,0.000
1751533674.799,-1000.000,-1000.000,948.730,999.512,0.000
1751533674.803,-556.641,-759.277,999.512,936.035,0.000
1751533674.807,836.426,619.629,-60.547,-320.801,0.000
1751533674.811,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.815,189.941,165.039,-512.207,-335.938,0.000
1751533674.819,-1000.000,-1000.000,823.242,939.453,0.000
1751533674.823,-817.871,-954.102,999.512,999.512,0.000
1751533674.827,545.410,316.895,114.258,-49.805,0.000
1751533674.831,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.835,156.738,275.391,-745.605,-519.043,0.000
1751533674.839,-1000.000,-986.328,605.957,839.355,0.000
1751533674.842,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.846,228.516,56.152,151.855,68.848,0.000
1751533674.850,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.854,306.641,411.133,-972.656,-777.832,0.000
1751533674.858,-970.215,-911.133,282.715,566.406,0.000
1751533674.862,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.866,18.066,-109.863,146.484,155.273,0.000
1751533674.870,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.874,483.887,671.875,-1000.000,-991.211,0.000
1751533674.878,-862.305,-688.477,52.246,268.555,0.000
1751533674.881,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.885,-173.828,-201.172,244.141,140.137,0.000
1751533674.889,999.512,999.512,-984.863,-1000.000,0.000
1751533674.893,756.348,887.695,-1000.000,-1000.000,0.000
1751533674.897,-604.004,-428.223,-167.480,-9.766,0.000
1751533674.901,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.905,-185.547,-170.410,470.215,253.906,0.000
1751533674.909,999.512,999.512,-883.301,-982.910,0.000
1751533674.913,991.211,999.512,-1000.000,-1000.000,0.000
1751533674.917,-246.582,-66.895,-218.262,-198.730,0.000
1751533674.921,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.924,-169.922,-221.680,730.469,480.469,0.000
1751533674.928,999.512,981.934,-633.789,-889.160,0.000
1751533674.932,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.936,-11.230,98.633,-205.078,-233.398,0.000
1751533674.940,-1000.000,-1000.000,999.512,999.512,0.000
1751533674.944,-330.566,-481.934,908.203,661.133,0.000
1751533674.948,932.129,864.746,-370.117,-732.910,0.000
1751533674.952,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.956,189.941,208.008,-287.598,-202.148,0.000
1751533674.960,-1000.000,-1000.000,967.773,999.512,0.000
1751533674.964,-518.066,-662.598,999.512,884.766,0.000
1751533674.967,859.375,735.840,-107.910,-416.992,0.000
1751533674.971,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.975,198.730,173.340,-452.637,-292.969,0.000
1751533674.979,-1000.000,-1000.000,871.094,968.750,0.000
1751533674.983,-756.348,-922.852,999.512,999.512,0.000
1751533674.987,625.488,377.441,71.289,-136.719,0.000
1751533674.991,999.512,999.512,-1000.000,-1000.000,0.000
1751533674.995,162.109,220.703,-692.383,-479.492,0.000
1751533674.999,-1000.000,-1000.000,662.109,857.422,0.000
1751533675.003,-977.051,-1000.000,999.512,999.512,0.000
1751533675.006,277.832,75.684,152.832,44.922,0.000
1751533675.010,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.014,280.762,394.043,-930.176,-726.562,0.000
1751533675.018,-979.980,-919.434,357.910,623.535,0.000
1751533675.022,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.026,19.531,-103.516,145.508,158.203,0.000
1751533675.030,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.034,464.844,599.609,-1000.000,-980.469,0.000
1751533675.038,-876.465,-770.996,63.477,287.598,0.000
1751533675.042,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.046,-154.297,-204.590,223.633,143.066,0.000
1751533675.049,999.512,999.512,-995.605,-1000.000,0.000
1751533675.053,723.633,882.324,-1000.000,-1000.000,0.000
1751533675.057,-640.137,-437.012,-139.160,38.086,0.000
1751533675.061,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.065,-191.406,-176.270,440.918,218.750,0.000
1751533675.069,999.512,999.512,-902.832,-995.605,0.000
1751533675.073,953.613,999.512,-1000.000,-1000.000,0.000
1751533675.077,-316.895,-145.508,-221.191,-172.852,0.000
1751533675.081,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.084,-171.387,-231.445,640.137,399.902,0.000
1751533675.088,999.512,974.121,-740.723,-930.664,0.000
1751533675.092,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.096,-52.734,77.148,-203.613,-241.699,0.000
1751533675.100,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.104,-270.508,-414.062,877.441,626.465,0.000
1751533675.108,957.031,899.902,-419.922,-770.996,0.000
1751533675.112,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.116,156.738,214.355,-258.789,-206.055,0.000
1751533675.120,-1000.000,-1000.000,983.887,999.512,0.000
1751533675.124,-476.074,-645.020,999.512,863.770,0.000
1751533675.127,878.906,753.418,-139.160,-454.102,0.000
1751533675.131,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.135,206.055,177.246,-411.133,-240.723,0.000
1751533675.139,-1000.000,-1000.000,895.020,993.164,0.000
1751533675.143,-703.613,-900.391,999.512,999.512,0.000
1751533675.147,690.918,418.457,49.316,-156.250,0.000
1751533675.151,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.155,169.922,189.453,-659.180,-452.148,0.000
1751533675.159,-1000.000,-1000.000,695.801,874.512,0.000
1751533675.163,-930.176,-1000.000,999.512,999.512,0.000
1751533675.167,364.746,130.371,145.996,34.668,0.000
1751533675.170,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.174,238.770,374.023,-897.949,-663.086,0.000
1751533675.178,-1000.000,-932.617,403.809,698.730,0.000
1751533675.182,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.186,72.754,-49.805,149.414,159.180,0.000
1751533675.190,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.194,415.527,583.008,-1000.000,-923.340,0.000
1751533675.198,-906.738,-779.297,115.723,385.254,0.000
1751533675.202,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.206,-110.352,-187.500,214.355,144.043,0.000
1751533675.210,999.512,999.512,-998.535,-1000.000,0.000
1751533675.213,645.020,799.805,-1000.000,-1000.000,0.000
1751533675.217,-723.145,-549.805,-111.328,79.590,0.000
1751533675.221,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.225,-200.684,-176.270,342.285,144.043,0.000
1751533675.229,999.512,999.512,-952.637,-1000.000,0.000
1751533675.233,901.855,999.512,-1000.000,-1000.000,0.000
1751533675.237,-405.762,-142.090,-215.820,-107.422,0.000
1751533675.241,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.245,-174.316,-166.992,500.488,264.648,0.000
1751533675.249,999.512,992.676,-867.676,-985.352,0.000
1751533675.253,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.256,-116.699,110.352,-226.074,-237.793,0.000
1751533675.260,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.264,-170.410,-344.238,726.074,457.520,0.000
1751533675.268,995.605,942.383,-635.742,-909.180,0.000
1751533675.272,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.276,85.449,188.477,-240.723,-228.516,0.000
1751533675.280,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.284,-380.859,-536.621,975.098,746.582,0.000
1751533675.288,917.480,847.656,-251.465,-621.094,0.000
1751533675.292,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.295,214.355,193.359,-370.117,-225.586,0.000
1751533675.299,-1000.000,-1000.000,904.785,987.793,0.000
1751533675.303,-683.594,-803.223,999.512,999.512,0.000
1751533675.307,712.891,564.453,79.590,-117.676,0.000
1751533675.311,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.315,159.668,141.602,-619.629,-420.898,0.000
1751533675.319,-1000.000,-1000.000,737.793,886.719,0.000
1751533675.323,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.327,219.727,18.066,167.969,95.703,0.000
1751533675.331,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.335,249.023,409.180,-875.000,-653.320,0.000
1751533675.338,-1000.000,-935.059,444.336,722.656,0.000
1751533675.342,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.346,96.680,13.184,151.855,156.738,0.000
1751533675.350,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.354,405.273,549.805,-1000.000,-906.250,0.000
1751533675.358,-917.480,-810.547,153.320,410.156,0.000
1751533675.362,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.366,-59.082,-120.117,177.246,146.484,0.000
1751533675.370,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.374,604.980,758.301,-1000.000,-1000.000,0.000
1751533675.378,-756.836,-588.379,-73.242,110.352,0.000
1751533675.381,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.385,-198.242,-174.805,312.500,144.531,0.000
1751533675.389,999.512,999.512,-963.379,-1000.000,0.000
1751533675.393,876.953,999.512,-1000.000,-1000.000,0.000
1751533675.397,-441.895,-115.723,-198.242,-42.969,0.000
1751533675.401,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.405,-176.270,-185.059,506.348,267.578,0.000
1751533675.409,999.512,999.512,-859.863,-975.586,0.000
1751533675.413,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.416,-143.555,-16.602,-221.680,-247.559,0.000
1751533675.420,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.424,-182.617,-308.594,773.438,516.602,0.000
1751533675.428,991.211,940.918,-578.125,-875.488,0.000
1751533675.432,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.436,71.289,199.219,-219.238,-222.656,0.000
1751533675.440,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.444,-407.227,-551.270,974.121,758.789,0.000
1751533675.448,902.344,838.379,-247.070,-607.910,0.000
1751533675.452,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.456,218.750,198.242,-364.258,-230.469,0.000
1751533675.459,-1000.000,-1000.000,933.105,999.512,0.000
1751533675.463,-549.805,-728.516,999.512,913.574,0.000
1751533675.467,845.215,657.227,-79.102,-369.141,0.000
1751533675.471,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.475,193.359,172.852,-544.434,-372.559,0.000
1751533675.479,-1000.000,-1000.000,794.434,922.363,0.000
1751533675.483,-788.086,-903.320,999.512,999.512,0.000
1751533675.487,583.496,405.762,111.816,-70.312,0.000
1751533675.491,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.495,160.156,242.188,-801.270,-561.523,0.000
1751533675.499,-1000.000,-994.141,536.133,794.434,0.000
1751533675.502,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.506,206.543,37.109,151.367,88.379,0.000
1751533675.510,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.514,337.891,475.098,-997.559,-810.547,0.000
1751533675.518,-945.801,-868.164,233.887,527.344,0.000
1751533675.522,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.526,-25.879,-141.602,171.387,157.715,0.000
1751533675.530,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.534,509.277,867.676,-1000.000,-1000.000,0.000
1751533675.538,-782.715,-436.035,4.883,248.535,0.000
1751533675.542,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.545,-211.914,-188.477,332.031,155.273,0.000
1751533675.549,999.512,999.512,-945.312,-1000.000,0.000
1751533675.553,841.797,958.496,-1000.000,-1000.000,0.000
1751533675.557,-497.070,-302.734,-197.266,-70.801,0.000
1751533675.561,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.565,-178.223,-193.848,519.043,283.691,0.000
1751533675.569,999.512,992.188,-851.074,-972.656,0.000
1751533675.573,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.577,-169.922,-29.785,-223.145,-240.234,0.000
1751533675.581,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.584,-170.898,-251.465,742.676,496.582,0.000
1751533675.588,999.023,966.797,-617.676,-886.719,0.000
1751533675.592,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.596,25.879,166.992,-221.191,-230.469,0.000
1751533675.600,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.604,-339.355,-491.699,927.734,686.523,0.000
1751533675.608,931.152,870.117,-336.426,-701.660,0.000
1751533675.612,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.616,204.590,207.031,-325.684,-196.777,0.000
1751533675.620,-1000.000,-1000.000,944.824,999.512,0.000
1751533675.624,-537.109,-675.781,999.512,915.039,0.000
1751533675.627,849.609,722.168,-66.895,-357.910,0.000
1751533675.631,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.635,200.684,177.246,-514.648,-340.820,0.000
1751533675.639,-1000.000,-1000.000,828.125,950.684,0.000
1751533675.643,-716.309,-882.324,999.512,999.512,0.000
1751533675.647,675.781,439.941,63.965,-136.230,0.000
1751533675.651,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.655,169.434,229.492,-743.652,-515.137,0.000
1751533675.659,-1000.000,-1000.000,599.121,840.820,0.000
1751533675.663,-927.246,-1000.000,999.512,999.512,0.000
1751533675.667,361.816,133.789,140.137,13.672,0.000
1751533675.670,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.674,302.734,476.074,-939.453,-711.914,0.000
1751533675.678,-973.633,-865.723,338.867,634.766,0.000
1751533675.682,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.686,62.500,-89.844,143.555,147.461,0.000
1751533675.690,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.694,477.051,625.000,-1000.000,-1000.000,0.000
1751533675.698,-866.211,-742.188,29.785,248.047,0.000
1751533675.702,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.706,-129.883,-201.660,239.746,141.113,0.000
1751533675.709,999.512,999.512,-989.258,-1000.000,0.000
1751533675.713,747.559,897.949,-1000.000,-1000.000,0.000
1751533675.717,-603.027,-411.621,-162.598,1.465,0.000
1751533675.721,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.725,-186.035,-172.363,438.477,218.262,0.000
1751533675.729,999.512,999.512,-906.738,-996.094,0.000
1751533675.733,987.305,999.512,-1000.000,-1000.000,0.000
1751533675.737,-253.906,-90.332,-227.051,-201.172,0.000
1751533675.741,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.745,-170.410,-200.684,651.367,408.203,0.000
1751533675.749,999.512,987.305,-729.004,-930.664,0.000
1751533675.752,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.756,-26.367,90.820,-212.891,-243.164,0.000
1751533675.760,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.764,-238.770,-338.867,864.258,596.191,0.000
1751533675.768,971.191,938.965,-436.523,-800.781,0.000
1751533675.772,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.776,165.527,216.309,-298.340,-213.379,0.000
1751533675.780,-1000.000,-1000.000,976.074,999.512,0.000
1751533675.784,-448.730,-594.238,999.512,806.641,0.000
1751533675.788,894.531,801.758,-185.547,-531.250,0.000
1751533675.791,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.795,209.961,184.570,-448.242,-298.828,0.000
1751533675.799,-1000.000,-1000.000,873.047,972.656,0.000
1751533675.803,-676.758,-847.168,999.512,999.512,0.000
1751533675.807,720.215,482.422,39.551,-181.641,0.000
1751533675.811,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.815,170.410,296.387,-650.879,-424.316,0.000
1751533675.819,-1000.000,-982.422,700.195,886.719,0.000
1751533675.823,-936.035,-1000.000,999.512,999.512,0.000
1751533675.827,351.074,115.234,152.832,44.434,0.000
1751533675.830,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.834,274.414,389.648,-935.547,-728.027,0.000
1751533675.838,-983.398,-924.316,349.121,619.629,0.000
1751533675.842,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.846,42.969,-63.477,145.996,163.086,0.000
1751533675.850,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.854,466.797,614.258,-1000.000,-979.492,0.000
1751533675.858,-879.883,-750.488,69.336,291.016,0.000
1751533675.862,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.866,-99.609,-180.176,211.914,143.066,0.000
1751533675.870,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.873,693.359,869.141,-1000.000,-1000.000,0.000
1751533675.877,-663.086,-449.707,-139.648,38.086,0.000
1751533675.881,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.885,-195.312,-176.758,384.277,174.805,0.000
1751533675.889,999.512,999.512,-932.129,-1000.000,0.000
1751533675.893,931.152,999.512,-1000.000,-1000.000,0.000
1751533675.897,-355.469,-155.273,-226.074,-173.828,0.000
1751533675.901,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.905,-171.387,-206.055,629.395,392.090,0.000
1751533675.909,999.512,982.422,-750.488,-934.082,0.000
1751533675.913,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.916,-61.035,75.684,-207.520,-244.629,0.000
1751533675.920,-1000.000,-1000.000,999.512,999.512,0.000
1751533675.924,-251.953,-418.945,847.168,587.402,0.000
1751533675.928,965.332,897.461,-466.309,-809.082,0.000
1751533675.932,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.936,145.508,216.797,-250.977,-212.402,0.000
1751533675.940,-1000.000,-1000.000,992.676,999.512,0.000
1751533675.944,-444.336,-581.055,999.512,825.684,0.000
1751533675.948,894.043,815.918,-171.875,-509.766,0.000
1751533675.952,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.956,209.961,184.082,-411.133,-245.117,0.000
1751533675.959,-1000.000,-1000.000,895.020,994.141,0.000
1751533675.963,-678.711,-865.723,999.512,999.512,0.000
1751533675.967,718.262,469.727,34.668,-177.246,0.000
1751533675.971,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.975,170.898,177.734,-661.133,-447.754,0.000
1751533675.979,-1000.000,-1000.000,689.941,875.977,0.000
1751533675.983,-931.641,-1000.000,999.512,999.512,0.000
1751533675.987,361.816,106.934,147.949,32.715,0.000
1751533675.991,999.512,999.512,-1000.000,-1000.000,0.000
1751533675.995,244.141,412.598,-894.043,-651.855,0.000
1751533675.999,-1000.000,-920.898,411.133,708.984,0.000
1751533676.002,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.006,70.801,-1.953,147.461,170.410,0.000
1751533676.010,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.014,414.551,549.805,-1000.000,-944.336,0.000
1751533676.018,-906.738,-800.781,95.215,353.027,0.000
1751533676.022,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.026,-115.234,-203.613,209.473,144.043,0.000
1751533676.030,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.034,648.926,828.613,-1000.000,-1000.000,0.000
1751533676.038,-720.215,-512.695,-121.582,65.430,0.000
1751533676.041,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.045,-198.730,-168.457,380.371,179.688,0.000
1751533676.049,999.512,995.117,-934.570,-1000.000,0.000
1751533676.053,915.527,999.512,-1000.000,-1000.000,0.000
1751533676.057,-383.301,-32.715,-211.914,-89.844,0.000
1751533676.061,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.065,-173.828,-235.840,579.102,335.938,0.000
1751533676.069,999.512,991.211,-800.293,-950.684,0.000
1751533676.073,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.077,-104.004,14.648,-213.867,-250.488,0.000
1751533676.081,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.084,-227.051,-369.629,808.594,544.922,0.000
1751533676.088,974.121,914.062,-526.367,-850.586,0.000
1751533676.092,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.096,107.422,219.727,-237.793,-218.262,0.000
1751533676.100,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.104,-432.617,-591.797,991.699,791.016,0.000
1751533676.108,894.531,805.176,-213.379,-560.059,0.000
1751533676.112,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.116,212.402,187.988,-409.180,-249.023,0.000
1751533676.120,-1000.000,-1000.000,896.484,997.559,0.000
1751533676.123,-655.273,-826.172,999.512,999.512,0.000
1751533676.127,743.652,527.344,9.766,-208.496,0.000
1751533676.131,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.135,177.734,192.383,-610.840,-420.898,0.000
1751533676.139,-1000.000,-1000.000,736.328,890.137,0.000
1751533676.143,-883.789,-950.195,999.512,999.512,0.000
1751533676.147,440.430,329.102,154.785,25.391,0.000
1751533676.151,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.155,212.891,318.848,-870.117,-641.113,0.000
1751533676.159,-1000.000,-957.520,447.754,721.680,0.000
1751533676.162,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.166,101.074,2.441,151.367,154.785,0.000
1751533676.170,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.174,396.484,519.043,-1000.000,-907.715,0.000
1751533676.178,-917.480,-831.055,148.438,407.227,0.000
1751533676.182,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.186,-83.984,-189.941,178.223,145.508,0.000
1751533676.190,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.194,616.699,789.551,-1000.000,-1000.000,0.000
1751533676.198,-748.047,-564.453,-82.520,93.262,0.000
1751533676.202,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.205,-204.102,-183.105,333.008,140.625,0.000
1751533676.209,999.512,999.512,-953.125,-1000.000,0.000
1751533676.213,881.348,999.512,-1000.000,-1000.000,0.000
1751533676.217,-437.500,-225.098,-211.914,-110.840,0.000
1751533676.221,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.225,-174.805,-162.598,546.387,318.848,0.000
1751533676.229,999.512,989.258,-830.566,-964.355,0.000
1751533676.233,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.237,-123.535,104.980,-221.680,-231.445,0.000
1751533676.241,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.245,-170.410,-334.961,740.723,476.562,0.000
1751533676.248,996.094,944.824,-618.164,-897.461,0.000
1751533676.252,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.256,78.125,189.941,-231.934,-227.051,0.000
1751533676.260,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.264,-372.559,-528.320,968.750,746.582,0.000
1751533676.268,920.410,852.539,-259.766,-621.582,0.000
1751533676.272,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.276,218.750,201.660,-373.535,-228.027,0.000
1751533676.280,-1000.000,-1000.000,909.668,999.512,0.000
1751533676.284,-624.023,-709.961,999.512,999.512,0.000
1751533676.288,777.832,680.664,29.785,-184.082,0.000
1751533676.291,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.295,183.594,160.156,-588.379,-405.762,0.000
1751533676.299,-1000.000,-1000.000,767.578,910.156,0.000
1751533676.303,-843.750,-1000.000,999.512,999.512,0.000
1751533676.307,502.930,227.051,125.488,-42.480,0.000
1751533676.311,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.315,195.801,300.781,-825.195,-602.051,0.000
1751533676.319,-1000.000,-969.727,506.348,756.836,0.000
1751533676.323,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.327,167.969,-3.906,152.344,104.004,0.000
1751533676.330,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.334,375.488,498.535,-1000.000,-846.680,0.000
1751533676.338,-930.664,-853.027,210.449,479.980,0.000
1751533676.342,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.346,-34.180,-181.641,163.574,149.414,0.000
1751533676.350,999.512,999.512,-1000.000,-1000.000,0.000
1751533676.354,570.801,752.930,-1000.000,-1000.000,0.000
1751533676.358,-787.598,-610.352,-43.457,142.090,0.000
1751533676.362,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.366,-201.660,-184.570,311.523,141.113,0.000
1751533676.370,999.512,999.512,-960.449,-1000.000,0.000
1751533676.373,855.469,995.605,-1000.000,-1000.000,0.000
1751533676.377,-475.586,-235.352,-193.848,-61.523,0.000
1751533676.381,-1000.000,-1000.000,999.512,999.512,0.000
1751533676.385,-176.270,-166.016,515.137,283.203,0.000
1751533676.389,999.512,994.141,-853.516,-973.145,0.000
1751533676.393,999.512,999.512,-1000.000,-1000.000,0.000
